code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,programming.l,operations_analysis.l,written_expression.l,installation.l,equipment_selection.l,equipment_maintenance.l,repairing.l,finger_dexterity.l,manual_dexterity.l,wrist_finger_speed.l,repairing_and_maintaining_electronic_equipment.l,repairing_and_maintaining_mechanical_equipment.l,therapy_and_counseling.l,medicine_and_dentistry.l,biology.l,deal_with_physically_aggressive_people.l,exposed_to_disease_or_infections.l,physical_proximity.l,assisting_and_caring_for_others.l,spatial_orientation.l,sound_localization.l,glare_sensitivity.l,night_vision.l,peripheral_vision.l,transportation.l,exposed_to_whole_body_vibrations.l,extremely_bright_or_inadequate_lighting.l,very_hot_or_cold_temperatures.l,exposed_to_high_places.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,indoors_not_environmentally_controlled.l,outdoors_exposed_to_weather.l,outdoors_under_cover.l,operating_vehicles_mechanized_devices_or_equipment.l,personnel_and_human_resources.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,telephone.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,frequency_of_conflict_situations.l,deal_with_external_customers.l,work_with_work_group_or_team.l,interpreting_the_meaning_of_information_for_others.l,processing_information.l,working_with_computers.l,economics_and_accounting.l,customer_and_personal_service.l,sales_and_marketing.l,performing_for_or_working_directly_with_the_public.l,selling_or_influencing_others.l,explosive_strength.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,reaction_time.l,administrative.l,computers_and_electronics.l,electronic_mail.l,importance_of_being_exact_or_accurate.l,importance_of_repeating_same_tasks.l,building_and_construction.l,engineering_and_technology.l,design.l,production_and_processing.l,basic.mathematics.l,number_facility.l,mathematical_reasoning.l,rate_control.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,exposed_to_contaminants.l,exposed_to_hazardous_equipment.l,wear_common_protective_or_safety_equipment.l,pace_determined_by_speed_of_equipment.l,controlling_machines_and_processes.l,handling_and_moving_objectives.l,history_and_archeology.l,philosophy_and_theology.l,fine_arts.l,communications_and_media.l,geography.l,sociology_and_anthropology.l,public_speaking.l,gross_body_equilibrium.l,extent_flexibility.l,gross_body_coordination.l,static_strength.l,dynamic_strength.l,trunk_strength.l,stamina.l,speed_of_limb_movement.l,spend_time_bending_or_twisting_the_body.l,spend_time_keeping_or_regaining_balance.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l,exposed_to_minor_burns_cuts_bites_or_stings.l,performing_general_physical_activities.l
49-9041,373090,373090,Industrial Machinery Mechanics,1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,59840,Much faster than average,21,25,41,43,45,59,56.99999999999999,55.00000000000001,52,43,46,67,0,0,0,10,8,67,43,25,34,27,21,27,17,17,38,55.00000000000001,52,28.999999999999996,44,73,42,28.000000000000004,45,0,38,0,53,81,42,38,19,84,43,46,43,0,24,0,0,14.000000000000002,13,55.00000000000001,52,48,55.00000000000001,17,47,48,68,49,35,51,43,42,36,30,34,41,86,78,77,91,57.99999999999999,74,78,0,0,0,14.000000000000002,0,0,7.000000000000001,36,54,37,45,36,43,34,37,40,21,35,41,74,61,75,71
49-9043,57660,57660,"Maintenance Workers, Machinery",1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,48900,Faster than average,11,25,39,32,39,55.00000000000001,54,45,45,28.999999999999996,53,76,15,17,16,8,11,73,26,23,27,20,16,16,28.000000000000004,28.999999999999996,50,56.00000000000001,62,39,43,72,53,40,47,24,28.999999999999996,15,50,82,41,36,35,75,26,39,34,16,30,0,17,16,20,46,43,46,43,27,41,31,78,54,47,53,47,43,23,28.999999999999996,30,37,80,78,86,99,61,78,77,0,14.000000000000002,0,21,17,17,13,32,43,30,43,32,43,28.999999999999996,21,55.00000000000001,25,40,47,79,63,69,70
49-9044,39240,39240,Millwrights,1,Architecture & Construction,High school diploma or equivalent,Apprenticeship,60330,Faster than average,9,16,41,48,36,55.00000000000001,55.00000000000001,56.99999999999999,56.99999999999999,34,28.999999999999996,91,18,17,16,21,30,77,45,28.999999999999996,28.999999999999996,36,28.999999999999996,27,42,48,80,81,78,35,55.00000000000001,83,80,71,60,41,56.99999999999999,42,74,83,55.00000000000001,53,40,84,49,48,37,16,51,22,27,42,0,59,56.99999999999999,46,48,30,38,66,94,62,67,55.00000000000001,63,51,39,39,37,45,92,88,89,100,46,80,92,10,11,0,17,21,11,30,43,55.00000000000001,43,52,43,52,41,36,72,39,56.99999999999999,57.99999999999999,89,47,73,82
49-9045,660,660,"Refractory Materials Repairers, Except Brickmasons",1,Architecture & Construction,High school diploma or equivalent,Moderate-term on-the-job training,54250,Decline,0,18,38,0,27,39,39,45,46,27,0,54,0,0,0,28.999999999999996,21,80,27,25,18,30,18,18,0,62,87,94,73,26,70,99,50,43,51,13,42,21,47,81,62,38,16,79,27,44,15,0,19,0,0,11,0,46,45,48,45,0,17,4,68,52,27,31,32,36,25,25,23,34,86,100,87,100,62,53,83,0,0,0,16,0,0,7.000000000000001,41,48,36,0,0,43,34,27,90,35,42,75,85,71,85,72
49-9051,123940,123940,Electrical Power-Line Installers and Repairers,1,Architecture & Construction,High school diploma or equivalent,Long-term on-the-job training,78310,Slower than average,0,23,39,34,30,43,46,54,48,28.999999999999996,48,55.00000000000001,21,17,0,28.000000000000004,4,79,46,30,18,32,18,23,45,56.00000000000001,86,83,96,88,85,73,100,23,67,24,0,22,86,89,54,56.00000000000001,67,97,35,39,17,17,52,15,40,19,14.000000000000002,54,56.99999999999999,48,48,24,28.999999999999996,73,89,45,63,51,54,30,27,28.999999999999996,23,43,83,69,94,100,44,73,91,0,0,0,32,30,0,16,43,54,39,55.00000000000001,41,45,45,25,60,54,33,59,80,36,83,90
49-9052,101530,101530,Telecommunications Line Installers and Repairers,1,"Arts, Audio/Video Technology & Communications",High school diploma or equivalent,Long-term on-the-job training,60190,Little or no change,9,14.000000000000002,37,27,28.999999999999996,39,39,43,45,27,49,39,0,0,0,15,34,64,39,28.999999999999996,27,27,21,25,34,28.999999999999996,60,78,75,95,41,75,96,65,46,25,26,17,92,95,55.00000000000001,55.00000000000001,75,82,37,44,41,13,62,33,53,44,14.000000000000002,52,48,45,34,27,56.99999999999999,56.99999999999999,85,64,36,40,43,38,25,30,28.999999999999996,25,90,79,78,94,35,49,68,0,0,0,40,20,0,30,39,54,30,43,32,41,30,23,64,35,48,68,73,56.00000000000001,67,82
49-9061,2340,2340,Camera and Photographic Equipment Repairers,1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,38200,Average,18,25,36,20,45,52,55.00000000000001,55.00000000000001,46,11,66,49,0,0,0,6,0,38,14.000000000000002,0,0,0,0,0,17,0,20,6,0,3,0,21,4,4,0,37,32,0,68,61,34,33,53,42,20,32,43,25,59,44,36,31,5,46,30,54,11,41,61,71,91,49,0,46,34,37,36,37,32,7.000000000000001,94,54,30,25,1,39,45,0,0,17,28.000000000000004,0,0,3,0,14.000000000000002,0,23,0,27,0,0,14.000000000000002,9,9,59,33,12,35,22
49-9062,53400,53400,Medical Equipment Repairers,1,Manufacturing,Associate's degree,Moderate-term on-the-job training,49910,Average,9,30,43,28.999999999999996,45,56.99999999999999,56.99999999999999,56.99999999999999,48,27,78,64,0,22,34,11,33,52,47,18,14.000000000000002,18,11,9,21,9,27,13,13,44,13,28.999999999999996,17,14.000000000000002,28.999999999999996,28.000000000000004,51,21,82,74,40,38,66,61,38,59,49,22,53,16,38,36,0,46,39,43,32,43,66,77,80,42,36,56.99999999999999,43,51,45,43,43,21,68,54,20,40,18,60,72,0,18,0,26,17,19,17,13,41,21,28.999999999999996,25,36,23,21,40,9,42,42,50,27,21,42
49-9063,5710,5710,Musical Instrument Repairers and Tuners,1,Manufacturing,High school diploma or equivalent,Apprenticeship,37160,Decline,0,25,34,7.000000000000001,37,41,45,61,55.00000000000001,28.999999999999996,31,60,9,8,0,3,7.000000000000001,48,21,0,13,0,0,0,25,3,19,7.000000000000001,1,33,2,23,9,15,24,22,53,18,98,75,32,28.999999999999996,84,42,31,42,39,30,61,43,63,51,18,55.00000000000001,43,56.99999999999999,30,51,40,93,94,67,18,44,38,32,28.999999999999996,30,28.999999999999996,27,92,67,60,79,18,69,70,17,0,54,28.000000000000004,0,10,23,18,30,21,39,27,34,16,0,28.999999999999996,6,13,67,41,18,53,44
49-9064,1970,1970,Watch and Clock Repairers,1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,44250,Decline,0,14.000000000000002,34,9,32,45,50,70,45,27,56.99999999999999,73,0,0,0,0,1,66,26,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,23,40,62,0,79,67,34,22,56.99999999999999,55.00000000000001,30,53,28.000000000000004,40,55.00000000000001,44,68,47,0,56.99999999999999,34,59,23,56.99999999999999,48,47,97,38,0,45,36,52,28.999999999999996,28.999999999999996,27,21,100,54,37,31,3,67,64,0,0,0,22,23,0,4,0,9,0,13,0,14.000000000000002,0,0,22,4,10,43,31,13,23,32
49-9071,1416740,1416740,"Maintenance and Repair Workers, General",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,43180,Average,7.000000000000001,30,43,45,43,55.00000000000001,55.00000000000001,48,48,28.999999999999996,67,73,0,0,0,26,26,62,42,27,20,27,18,18,27,16,44,80,50,70,39,69,81,32,52,17,39,24,90,93,57.99999999999999,51,63,83,43,51,43,14.000000000000002,44,11,43,26,21,46,52,46,34,21,30,86,74,52,63,36,37,47,32,32,32,28.999999999999996,85,71,80,71,56.00000000000001,66,76,0,0,0,21,0,0,23,34,54,41,45,30,45,36,25,67,39,51,61,78,72,66,69
49-9081,10100,10100,Wind Turbine Service Technicians,1,Manufacturing,Postsecondary nondegree award,Long-term on-the-job training,56260,Much faster than average,9,14.000000000000002,41,16,41,54,55.00000000000001,50,45,30,84,86,14.000000000000002,26,0,7.000000000000001,3,87,54,27,28.999999999999996,34,11,23,41,39,82,91,99,89,51,94,94,86,56.00000000000001,34,42,20,76,92,63,56.99999999999999,35,88,48,56.00000000000001,53,28.000000000000004,36,19,0,23,13,55.00000000000001,52,48,43,54,70,94,82,80,60,59,39,41,39,32,32,30,96,89,90,100,43,83,87,0,0,0,19,32,0,41,43,55.00000000000001,41,45,46,46,43,25,89,68,66,86,79,56.00000000000001,62,90
49-9091,27540,27540,"Coin, Vending, and Amusement Machine Servicers and Repairers",1,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,39040,Average,5,7.000000000000001,37,23,30,43,43,46,45,27,48,52,20,0,0,16,7.000000000000001,57.99999999999999,21,25,14.000000000000002,23,13,11,25,1,40,47,7.000000000000001,69,15,49,57.99999999999999,42,31,32,45,0,80,78,64,38,65,44,27,42,40,26,52,28.999999999999996,45,27,11,43,41,43,25,39,56.00000000000001,85,76,76,26,39,24,33,28.999999999999996,30,28.999999999999996,25,76,51,20,43,25,34,53,0,18,0,17,9,12,9,14.000000000000002,37,21,34,20,30,23,21,45,12,56.99999999999999,62,59,57.99999999999999,37,45
49-9092,2670,2670,Commercial Divers,1,Architecture & Construction,Postsecondary nondegree award,Moderate-term on-the-job training,60360,Much faster than average,0,25,45,34,41,43,46,50,46,28.999999999999996,39,66,19,38,31,10,12,75,57.99999999999999,43,27,30,30,28.999999999999996,34,34,60,62,36,54,37,67,90,59,56.00000000000001,28.000000000000004,45,31,79,90,38,48,50,88,35,49,28.999999999999996,10,49,21,41,23,25,52,54,52,45,27,28.999999999999996,60,82,60,64,49,43,33,30,32,28.999999999999996,34,80,71,62,92,34,62,88,0,0,0,16,41,0,25,41,56.99999999999999,45,45,43,45,45,27,62,28.999999999999996,39,54,70,43,51,81
49-9094,15380,15380,Locksmiths and Safe Repairers,1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,46910,Decline,11,0,37,28.999999999999996,30,43,45,54,45,36,52,54,17,0,0,18,10,62,35,27,18,28.999999999999996,16,16,28.999999999999996,18,68,66,25,93,38,70,82,69,41,40,59,43,99,91,45,40,83,64,35,46,46,31,66,54,62,55.00000000000001,16,48,43,54,41,48,50,95,87,62,42,40,40,28.999999999999996,30,30,28.999999999999996,28.999999999999996,87,49,63,70,17,67,73,0,15,0,28.999999999999996,19,11,25,21,45,28.999999999999996,41,27,43,20,11,57.99999999999999,20,44,56.00000000000001,60,38,48,56.00000000000001
49-9095,3530,3530,Manufactured Building and Mobile Home Installers,1,Architecture & Construction,High school diploma or equivalent,Short-term on-the-job training,36360,Decline,0,28.999999999999996,38,0,37,37,48,50,50,48,41,69,32,28.999999999999996,0,25,1,73,54,41,27,34,27,32,63,48,47,74,60,57.99999999999999,52,22,86,27,92,42,68,68,77,69,57.99999999999999,70,37,70,76,62,0,0,61,35,80,60,0,52,59,48,56.99999999999999,0,0,4,83,41,74,59,69,44,41,38,32,43,85,69,98,32,41,88,92,0,0,0,0,34,0,1,45,55.00000000000001,50,56.99999999999999,0,54,46,45,92,47,92,81,95,61,71,91
49-9096,17980,17980,Riggers,1,Architecture & Construction,High school diploma or equivalent,Moderate-term on-the-job training,48130,Faster than average,0,30,34,25,39,36,37,43,45,30,49,51,0,15,16,21,6,73,37,28.999999999999996,23,36,25,30,40,35,64,92,57.99999999999999,67,59,80,90,48,40,31,38,0,80,90,63,63,52,85,42,57.99999999999999,31,24,55.00000000000001,35,22,15,18,50,48,43,45,35,47,43,86,64,63,53,55.00000000000001,48,14.000000000000002,13,11,36,88,79,80,99,68,65,88,13,0,0,28.999999999999996,28.000000000000004,21,52,45,45,41,45,32,46,41,25,70,47,55.00000000000001,72,78,66,63,77
49-9097,8090,8090,Signal and Track Switch Repairers,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Moderate-term on-the-job training,80570,Average,13,0,43,37,39,55.00000000000001,55.00000000000001,54,48,28.999999999999996,46,59,0,10,0,10,5,40,38,39,30,36,28.999999999999996,30,49,30,62,85,53,88,28.000000000000004,61,92,26,51,16,20,19,89,76,44,25,49,89,34,41,33,9,20,0,19,21,11,54,45,46,46,15,46,60,75,52,63,55.00000000000001,44,33,32,30,36,32,81,75,64,100,27,54,74,0,0,0,27,20,0,24,32,41,30,41,32,45,34,27,46,24,34,52,66,53,56.99999999999999,68
49-9098,88480,88480,"Helpers--Installation, Maintenance, and Repair Workers",1,Architecture & Construction,High school diploma or equivalent,Short-term on-the-job training,33100,Average,5,11,28.999999999999996,32,34,46,46,45,45,28.999999999999996,55.00000000000001,65,21,0,10,7.000000000000001,14.000000000000002,64,28.999999999999996,27,28.999999999999996,28.999999999999996,11,21,23,25,60,72,56.00000000000001,53,51,81,74,37,47,31,24,0,73,75,40,39,60,79,23,35,24,21,57.99999999999999,20,28.999999999999996,16,20,48,45,43,41,33,47,67,72,53,56.99999999999999,61,55.00000000000001,47,23,25,27,25,79,77,68,94,34,56.99999999999999,67,0,0,0,17,9,0,16,41,56.99999999999999,37,54,39,43,43,28.999999999999996,53,32,42,49,75,61,66,67
49-9099,164070,164070,Geothermal Technicians,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,42570,Average,16,23,43,45,41,46,52,45,45,28.999999999999996,56.99999999999999,70,0,27,22,4,9,42,47,30,28.999999999999996,28.999999999999996,25,27,31,22,63,83,60,93,56.99999999999999,78,92,56.00000000000001,57.99999999999999,28.999999999999996,47,25,94,84,34,34,37,82,47,54,49,0,22,0,15,27,16,55.00000000000001,50,45,46,45,56.99999999999999,89,66,68,54,59,59,50,45,41,43,43,71,89,67,95,40,78,76,15,12,0,34,28.000000000000004,0,46,36,45,30,41,28.999999999999996,41,28.999999999999996,25,45,26,38,54,56.99999999999999,48,69,67
51-1011,629420,629420,First-Line Supervisors of Production and Operating Workers,1,Manufacturing,High school diploma or equivalent,None,61790,Slower than average,0,39,54,0,32,30,30,43,41,28.999999999999996,42,47,20,10,0,19,9,65,36,14.000000000000002,14.000000000000002,16,9,16,28.999999999999996,5,42,67,32,36,26,76,41,33,35,56.99999999999999,53,48,75,96,66,68,48,88,32,53,47,28.999999999999996,42,30,26,28.999999999999996,13,43,37,41,41,49,55.00000000000001,85,81,59,31,54,41,66,41,41,41,32,49,67,81,96,71,59,63,0,20,0,28.000000000000004,10,21,60,18,28.999999999999996,28.999999999999996,28.999999999999996,28.999999999999996,34,28.999999999999996,18,38,15,23,44,75,63,52,45
51-2011,33320,33320,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,49480,Decline,14.000000000000002,20,39,43,41,43,45,55.00000000000001,46,30,46,47,17,15,0,7.000000000000001,9,60,36,25,27,27,20,25,30,13,20,26,11,12,13,37,11,11,41,31,41,35,31,74,32,37,32,77,43,57.99999999999999,51,23,41,20,18,34,16,48,45,45,39,23,39,18,86,66,25,41,45,51,39,37,30,27,97,92,61,99,35,73,75,0,0,0,23,27,0,23,32,50,30,39,30,43,28.999999999999996,23,55.00000000000001,13,32,74,68,47,53,53
51-2021,11090,11090,"Coil Winders, Tapers, and Finishers",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,38360,Decline,0,9,28.999999999999996,0,9,9,5,46,45,16,31,37,0,0,0,9,2,57.99999999999999,46,7.000000000000001,0,7.000000000000001,0,7.000000000000001,32,0,26,35,16,2,17,60,12,8,17,31,33,32,27,66,42,36,26,72,44,47,30,26,33,26,30,28.999999999999996,13,45,39,45,39,32,48,6,98,66,28.000000000000004,45,53,60,16,18,14.000000000000002,30,95,82,60,100,35,52,65,0,0,0,0,0,23,23,14.000000000000002,32,14.000000000000002,34,30,36,20,9,63,28.000000000000004,25,91,91,27,68,52
51-2022,284800,142400,Electrical and Electronic Equipment Assemblers,2,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,37460,Average,0,9,37,23,21,21,25,54,46,28.999999999999996,47,37,0,0,0,2,3,59,37,9,5,0,0,0,0,5,32,22,13,12,24,22,23,13,26,0,39,25,38,60,38,51,32,68,36,37,36,0,0,0,35,26,0,45,41,52,34,8,30,23,78,49,0,26,39,38,28.999999999999996,25,21,27,87,61,44,93,44,62,76,0,0,0,0,0,0,11,9,34,13,37,23,36,21,9,40,23,25,70,51,36,47,46
51-2022,284800,142400,Electromechanical Equipment Assemblers,2,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,37460,Average,7.000000000000001,11,37,14.000000000000002,28.999999999999996,41,39,54,46,20,40,39,0,0,0,4,7.000000000000001,59,27,0,0,0,0,0,0,1,31,10,13,1,4,6,3,1,24,0,32,15,18,76,30,32,34,80,32,43,40,0,19,0,0,18,9,46,34,48,25,14.000000000000002,52,56.00000000000001,79,64,17,46,36,43,27,25,27,16,82,56.99999999999999,40,100,33,56.99999999999999,70,0,0,0,18,0,0,12,14.000000000000002,32,14.000000000000002,34,23,37,16,0,39,14.000000000000002,20,63,56.99999999999999,35,28.999999999999996,43
51-2031,45990,45990,Engine and Other Machine Assemblers,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,47440,Decline,11,11,32,20,32,41,41,46,46,28.999999999999996,48,53,0,0,0,8,0,69,25,27,16,28.999999999999996,13,16,28.999999999999996,17,43,48,26,19,36,68,28.000000000000004,19,38,22,27,13,40,79,45,36,45,80,31,44,30,0,55.00000000000001,24,16,19,0,46,48,45,43,23,35,38,87,50,28.000000000000004,45,38,54,28.999999999999996,28.999999999999996,28.999999999999996,28.999999999999996,92,78,72,97,42,74,88,0,0,0,12,0,0,21,20,45,28.999999999999996,43,28.999999999999996,41,27,28.999999999999996,69,23,30,68,81,49,59,62
51-2041,61070,61070,Structural Metal Fabricators and Fitters,1,Architecture & Construction,High school diploma or equivalent,Moderate-term on-the-job training,45480,Decline,0,18,34,0,21,13,13,43,43,21,23,45,10,17,0,14.000000000000002,6,60,30,11,11,18,5,7.000000000000001,38,20,78,68,40,41,51,85,50,25,49,28.000000000000004,22,14.000000000000002,61,80,39,32,56.00000000000001,66,22,40,21,13,38,15,0,20,13,50,45,45,36,21,27,27,85,55.00000000000001,67,49,60,48,27,20,20,25,84,73,71,97,47,72,73,0,0,0,18,0,16,13,30,36,27,43,25,41,25,27,62,28.999999999999996,37,42,65,46,64,54
51-2051,17380,17380,Fiberglass Laminators and Fabricators,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37650,Little or no change,0,0,37,0,21,16,16,43,48,27,23,44,0,12,14.000000000000002,21,3,87,26,25,23,27,21,25,14.000000000000002,10,12,45,33,7.000000000000001,20,57.99999999999999,17,9,37,24,28.999999999999996,20,14.000000000000002,80,42,31,35,84,37,41,28.000000000000004,28.000000000000004,45,27,22,19,16,45,50,46,43,43,24,5,69,65,40,34,28.000000000000004,56.00000000000001,30,28.999999999999996,28.999999999999996,43,86,93,55.00000000000001,99,48,55.00000000000001,74,0,0,0,18,0,23,24,30,46,41,45,39,43,37,25,78,25,66,80,99,45,39,73
51-2061,560,560,Timing Device Assemblers and Adjusters,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37780,Decline,7.000000000000001,13,34,0,36,41,45,0,46,27,41,67,0,0,0,1,0,45,20,14.000000000000002,13,13,13,13,11,0,24,9,16,17,1,24,7.000000000000001,1,34,16,23,0,71,80,35,22,11,66,26,38,26,0,35,17,32,42,0,45,36,55.00000000000001,30,0,28.999999999999996,52,65,31,20,50,0,47,23,25,28.999999999999996,27,48,39,27,44,2,56.00000000000001,54,0,0,0,0,0,8,6,0,0,0,18,0,0,0,18,8,6,6,22,37,23,40,33
51-2092,1262800,1262800,Team Assemblers,1,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,36590,Decline,9,9,43,0,21,28.999999999999996,28.999999999999996,46,45,25,33,32,9,12,0,3,4,66,34,13,9,9,7.000000000000001,11,24,8,33,20,6,7.000000000000001,6,28.000000000000004,5,3,23,27,26,15,39,78,38,36,25,82,28.999999999999996,44,41,14.000000000000002,34,28.999999999999996,0,19,14.000000000000002,43,41,43,39,32,54,39,92,45,31,54,46,57.99999999999999,21,20,18,36,92,63,44,97,47,63,82,0,0,0,30,0,18,28.999999999999996,20,39,28.999999999999996,39,28.999999999999996,43,30,21,50,14.000000000000002,28.000000000000004,72,65,49,42,47
51-3011,181800,181800,Bakers,1,Hospitality & Tourism,No formal educational credential,Long-term on-the-job training,29750,Average,0,27,34,0,9,7.000000000000001,0,43,41,25,0,9,0,0,0,6,7.000000000000001,55.00000000000001,30,0,0,0,0,0,20,0,21,75,9,24,0,16,4,2,14.000000000000002,24,24,12,69,86,31,35,60,72,20,28.000000000000004,21,14.000000000000002,51,33,25,18,0,37,36,41,18,27,31,47,80,52,0,24,28.000000000000004,61,30,28.999999999999996,23,16,76,17,37,79,56.99999999999999,42,50,13,14.000000000000002,0,20,0,13,19,14.000000000000002,27,18,27,14.000000000000002,37,21,21,47,13,25,67,85,60,71,36
51-3021,145930,145930,Butchers and Meat Cutters,1,Manufacturing,No formal educational credential,Long-term on-the-job training,36050,Decline,0,14.000000000000002,32,0,13,16,14.000000000000002,45,46,32,27,32,0,0,13,15,3,77,30,9,7.000000000000001,9,7.000000000000001,9,0,0,23,78,0,0,4,12,7.000000000000001,1,28.999999999999996,23,43,28.000000000000004,66,88,71,47,87,85,25,49,34,14.000000000000002,55.00000000000001,38,65,50,14.000000000000002,45,43,45,34,24,23,39,73,50,0,14.000000000000002,14.000000000000002,47,28.999999999999996,32,30,30,95,38,83,89,65,57.99999999999999,75,0,0,0,15,0,0,15,27,32,27,43,28.999999999999996,41,27,21,63,23,15,82,97,47,46,56.00000000000001
51-3022,132100,132100,"Meat, Poultry, and Fish Cutters and Trimmers",1,Manufacturing,No formal educational credential,Short-term on-the-job training,29730,Slower than average,0,0,30,0,20,18,18,41,39,32,35,37,28.999999999999996,49,44,28.999999999999996,25,85,49,11,11,9,13,11,49,26,36,82,6,37,2,2,32,0,25,49,32,26,51,46,75,51,61,83,41,45,24,41,49,43,26,25,16,43,36,46,34,46,41,11,88,63,42,38,0,65,27,30,21,34,91,39,62,93,81,51,79,0,0,0,0,0,0,11,23,36,30,32,32,45,30,21,72,23,2,94,100,48,34,61
51-3023,86450,86450,Slaughterers and Meat Packers,1,Manufacturing,No formal educational credential,Short-term on-the-job training,29900,Slower than average,0,0,20,0,7.000000000000001,11,11,43,43,34,0,31,0,0,26,2,18,73,22,0,0,5,0,0,15,2,19,54,26,15,9,24,17,4,16,21,28.000000000000004,16,26,73,27,18,57.99999999999999,89,28.999999999999996,24,10,18,52,33,21,0,16,45,41,43,43,28.999999999999996,25,11,70,52,0,27,0,45,11,14.000000000000002,13,30,92,47,51,96,80,41,79,0,0,0,0,10,0,28.000000000000004,16,39,27,45,30,43,30,18,52,4,11,82,84,31,66,57.99999999999999
51-3091,21050,21050,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",1,Manufacturing,No formal educational credential,Moderate-term on-the-job training,35480,Slower than average,0,21,41,9,28.999999999999996,32,28.999999999999996,43,43,27,46,43,0,0,14.000000000000002,8,6,35,41,7.000000000000001,14.000000000000002,11,9,9,0,9,40,75,25,0,18,84,6,3,40,0,33,30,31,74,45,43,38,68,49,55.00000000000001,42,0,22,0,39,30,13,46,41,45,32,0,0,28.999999999999996,83,65,0,23,0,48,11,14.000000000000002,9,34,80,56.99999999999999,28.000000000000004,96,71,67,65,0,0,0,0,0,0,26,23,41,28.999999999999996,36,28.999999999999996,41,30,25,44,14.000000000000002,27,60,95,60,43,55.00000000000001
51-3092,155240,155240,Food Batchmakers,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,35780,Average,0,25,39,0,13,18,9,30,41,27,26,35,15,10,33,0,0,73,31,18,16,7.000000000000001,9,5,23,0,13,40,18,1,21,34,0,0,36,26,27,0,35,69,15,18,25,81,40,52,41,25,43,21,12,14.000000000000002,13,43,30,34,41,46,45,16,81,77,15,40,26,55.00000000000001,34,30,30,28.999999999999996,79,56.99999999999999,47,96,82,65,72,0,0,0,27,19,27,33,21,39,27,30,23,41,30,20,55.00000000000001,25,37,72,85,57.99999999999999,21,54
