code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,programming.l,operations_analysis.l,written_expression.l,equipment_maintenance.l,repairing.l,manual_dexterity.l,medicine_and_dentistry.l,exposed_to_disease_or_infections.l,physical_proximity.l,very_hot_or_cold_temperatures.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,outdoors_exposed_to_weather.l,personnel_and_human_resources.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,deal_with_external_customers.l,interpreting_the_meaning_of_information_for_others.l,processing_information.l,working_with_computers.l,economics_and_accounting.l,sales_and_marketing.l,selling_or_influencing_others.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,administrative.l,electronic_mail.l,importance_of_repeating_same_tasks.l,building_and_construction.l,design.l,production_and_processing.l,basic.mathematics.l,number_facility.l,mathematical_reasoning.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,pace_determined_by_speed_of_equipment.l,handling_and_moving_objectives.l,history_and_archeology.l,fine_arts.l,public_speaking.l,extent_flexibility.l,stamina.l,spend_time_bending_or_twisting_the_body.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l
51-4032,6810,6810,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,38580,Decline,0,27,41,34,34,45,0,2,48,23,4,22,6,24,28.000000000000004,0,67,41,19,38,53,52,20,22,18,52,45,43,23,40,63,14.000000000000002,44,46,32,32,30,92,73,71,0,0,11,32,28.999999999999996,50,21,69,86,49
51-4033,67750,67750,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37550,Decline,11,14.000000000000002,30,36,36,45,0,5,55.00000000000001,35,15,10,13,0,46,0,62,38,37,39,50,44,0,0,25,56.99999999999999,45,43,28.000000000000004,35,67,0,31,49,43,34,28.999999999999996,98,77,78,0,0,23,41,27,46,17,69,78,42
51-4034,19690,19690,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,44240,Decline,9,13,30,36,30,43,0,8,48,43,8,26,3,14.000000000000002,35,17,54,32,22,37,55.00000000000001,41,0,0,0,48,43,45,21,7.000000000000001,69,0,27,44,32,32,30,88,73,77,0,0,7.000000000000001,37,28.999999999999996,52,20,68,90,52
51-4035,14920,14920,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,46850,Decline,11,23,36,32,30,45,9,1,53,38,7.000000000000001,17,4,19,22,16,63,22,18,36,39,48,0,13,22,50,45,50,24,33,64,0,33,52,39,32,36,84,76,65,0,0,15,41,30,38,21,55.00000000000001,85,37
51-4041,333220,333220,Machinists,1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,47730,Average,16,27,41,41,39,45,0,0,56.99999999999999,28.000000000000004,8,19,9,16,34,14.000000000000002,69,23,41,27,59,47,0,0,21,54,45,48,21,38,72,18,48,43,39,41,41,96,83,77,0,0,9,43,30,56.99999999999999,16,76,88,45
51-4051,15540,15540,Metal-Refining Furnace Operators and Tenders,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,46690,Slower than average,0,11,32,41,32,46,0,2,43,96,3,36,21,23,28.999999999999996,0,62,44,17,31,45,28.999999999999996,0,26,16,56.99999999999999,52,45,31,26,71,0,0,57.99999999999999,37,34,28.999999999999996,87,85,81,0,0,26,45,41,56.99999999999999,14.000000000000002,75,76,51
51-4052,6570,6570,"Pourers and Casters, Metal",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,45850,Decline,0,14.000000000000002,28.999999999999996,39,32,46,0,7.000000000000001,56.99999999999999,100,17,28.000000000000004,12,25,49,28.999999999999996,47,34,23,38,56.99999999999999,42,22,16,34,46,45,45,33,6,50,25,24,44,23,21,20,89,53,73,0,0,24,37,28.999999999999996,65,19,69,87,49
51-4061,3690,3690,"Model Makers, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,55630,Decline,13,36,34,37,37,48,0,16,71,36,13,1,2,0,39,12,66,59,48,27,39,42,0,0,25,52,46,46,12,53,67,19,52,41,41,36,32,61,32,65,0,0,13,30,28.999999999999996,27,16,48,80,49
51-4062,2090,2090,"Patternmakers, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,48090,Decline,18,34,41,30,27,45,0,1,64,31,20,28.999999999999996,24,0,34,10,87,31,27,35,54,44,21,0,9,46,45,46,35,70,51,0,50,62,34,32,30,88,62,55.00000000000001,0,0,15,34,25,44,34,59,71,55.00000000000001
51-4071,13610,13610,Foundry Mold and Coremakers,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37710,Decline,0,13,21,16,18,52,0,8,69,83,3,22,15,18,20,0,69,26,20,28.000000000000004,38,12,11,0,9,43,48,45,27,7.000000000000001,38,12,30,46,23,25,20,90,65,72,0,0,21,45,37,73,51,72,99,59
51-4072,163210,163210,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,36370,Decline,7.000000000000001,23,30,39,37,43,0,3,68,71,2,44,11,13,17,18,73,46,4,33,35,25,0,0,12,45,43,45,14.000000000000002,28.999999999999996,62,0,24,46,30,30,30,83,73,79,0,0,23,39,36,55.00000000000001,40,62,89,66
51-4081,134880,134880,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37630,Average,16,27,41,45,43,48,0,2,52,32,6,7.000000000000001,3,25,35,30,74,22,31,50,64,59,9,14.000000000000002,34,56.99999999999999,43,46,22,57.99999999999999,48,0,45,50,30,28.999999999999996,28.999999999999996,81,74,85,0,0,20,43,28.999999999999996,47,13,47,84,50
51-4111,63630,63630,Tool and Die Makers,1,Manufacturing,Postsecondary nondegree award,Long-term on-the-job training,57000,Slower than average,9,45,43,41,41,45,0,0,42,28.999999999999996,2,22,8,18,33,0,80,28.000000000000004,21,43,44,43,12,0,15,55.00000000000001,46,46,28.999999999999996,56.00000000000001,47,0,54,49,41,34,37,83,56.00000000000001,79,0,0,18,32,28.999999999999996,38,27,48,78,49
51-4121,397600,397600,"Welders, Cutters, Solderers, and Brazers",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,47010,Average,0,13,28.999999999999996,28.000000000000004,27,41,0,1,49,45,15,14.000000000000002,19,0,28.000000000000004,17,66,28.000000000000004,28.999999999999996,27,34,21,0,0,22,49,38,47,15,10,52,0,41,42,23,23,18,85,34,77,0,0,18,34,28.999999999999996,44,19,66,60,43
51-4122,29980,29980,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,38580,Little or no change,0,18,30,34,30,45,15,0,42,65,8,24,28.999999999999996,14.000000000000002,25,15,53,33,11,31,50,24,15,11,15,46,43,43,15,9,36,28.999999999999996,34,38,23,20,20,88,52,87,0,0,16,45,30,64,31,71,88,37
51-4191,14540,14540,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,38450,Decline,13,23,37,45,41,45,8,3,61,74,1,48,13,14.000000000000002,14.000000000000002,0,75,48,16,31,37,45,9,15,15,52,48,43,18,23,79,0,34,60,41,30,28.999999999999996,87,75,83,0,0,11,45,43,49,28.000000000000004,73,89,70
51-4192,6840,6840,"Layout Workers, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,51690,Decline,0,28.999999999999996,36,28.999999999999996,28.999999999999996,45,0,13,56.99999999999999,81,7.000000000000001,26,30,27,42,33,69,38,30,52,57.99999999999999,27,15,23,40,39,43,46,28.000000000000004,33,47,60,65,49,45,43,41,82,40,90,0,0,21,43,28.999999999999996,61,45,67,82,73
51-4193,32310,32310,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37200,Decline,0,23,41,34,30,46,0,3,59,71,10,34,12,37,24,18,73,50,28.999999999999996,32,43,18,0,0,21,46,48,45,28.000000000000004,16,62,0,41,72,20,21,20,85,61,83,0,0,8,36,32,45,25,62,82,64
51-4194,6100,6100,"Tool Grinders, Filers, and Sharpeners",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,38430,Decline,7.000000000000001,20,34,48,43,50,0,0,47,42,12,8,23,23,33,0,66,39,28.000000000000004,26,41,37,20,26,21,50,43,46,28.999999999999996,24,45,0,36,46,41,41,41,98,78,79,0,0,14.000000000000002,39,25,56.00000000000001,37,77,92,59
51-5111,25840,25840,Prepress Technicians and Workers,1,"Arts, Audio/Video Technology & Communications",Postsecondary nondegree award,None,42610,Decline,13,21,43,27,25,39,0,0,56.00000000000001,5,7.000000000000001,0,5,18,35,17,78,51,40,35,52,61,12,31,15,43,18,43,53,87,68,0,56.00000000000001,48,28.999999999999996,25,28.999999999999996,64,36,48,0,28.000000000000004,5,7.000000000000001,0,11,8,66,34,26
51-5112,145290,145290,Printing Press Operators,1,"Arts, Audio/Video Technology & Communications",High school diploma or equivalent,Moderate-term on-the-job training,37770,Decline,9,11,43,45,45,45,0,0,50,19,15,16,3,10,56.00000000000001,31,76,34,51,45,59,51,0,14.000000000000002,37,55.00000000000001,45,45,15,34,65,0,16,52,28.999999999999996,28.999999999999996,28.999999999999996,93,76,81,0,0,14.000000000000002,43,28.999999999999996,57.99999999999999,44,71,85,73
51-5113,40810,40810,Print Binding and Finishing Workers,1,"Arts, Audio/Video Technology & Communications",High school diploma or equivalent,Moderate-term on-the-job training,36590,Decline,13,0,39,45,39,45,0,0,55.00000000000001,12,5,12,3,28.000000000000004,27,0,64,31,38,41,48,33,16,23,19,46,39,46,34,14.000000000000002,65,0,24,44,30,30,25,82,64,76,0,0,3,37,37,49,19,80,93,56.00000000000001
51-6011,157400,157400,Laundry and Dry-Cleaning Workers,1,Human Services,No formal educational credential,Short-term on-the-job training,28350,Faster than average,0,13,28.999999999999996,18,18,37,0,55.00000000000001,53,23,1,5,15,14.000000000000002,34,23,56.00000000000001,39,37,15,28.999999999999996,23,14.000000000000002,0,16,45,32,41,22,9,52,0,11,36,13,16,16,75,78,59,0,0,20,34,30,60,33,78,91,67
51-6021,26910,26910,"Pressers, Textile, Garment, and Related Materials",1,Human Services,No formal educational credential,Short-term on-the-job training,28680,Decline,0,7.000000000000001,18,20,14.000000000000002,43,0,4,35,46,0,0,15,24,28.000000000000004,0,61,41,40,0,35,16,12,30,16,45,45,48,0,12,46,0,0,33,11,9,9,81,80,56.99999999999999,8,0,23,41,32,61,12,67,82,44
51-6031,116220,116220,Sewing Machine Operators,1,Manufacturing,No formal educational credential,Short-term on-the-job training,29690,Decline,0,9,27,18,14.000000000000002,46,0,0,62,21,0,0,0,12,23,14.000000000000002,64,42,12,24,30,20,0,0,13,46,43,54,0,9,40,0,11,25,27,23,23,92,51,66,0,0,20,32,23,56.99999999999999,13,86,21,16
51-6041,5620,5620,Shoe and Leather Workers and Repairers,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,31450,Decline,0,16,30,0,0,43,0,3,55.00000000000001,12,10,0,14.000000000000002,13,0,0,86,28.999999999999996,52,0,22,0,15,23,0,36,32,54,24,4,44,0,18,28.000000000000004,14.000000000000002,20,16,91,33,60,0,0,3,27,25,37,19,60,60,35
51-6042,3610,3610,Shoe Machine Operators and Tenders,1,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,28560,Decline,0,18,28.999999999999996,37,32,45,0,1,61,13,2,2,3,0,24,0,50,12,6,30,45,0,0,0,0,46,39,48,0,0,77,0,34,48,23,27,25,95,47,80,0,0,8,43,32,80,23,96,71,32
51-6051,4170,4170,"Sewers, Hand",1,Manufacturing,No formal educational credential,Moderate-term on-the-job training,29930,Decline,0,23,27,0,0,54,0,1,37,7.000000000000001,8,3,1,25,54,16,51,23,60,30,35,24,28.999999999999996,52,44,43,41,56.99999999999999,47,60,54,0,49,45,30,30,25,94,17,64,12,35,15,0,0,17,15,66,28.000000000000004,9
51-6052,17270,17270,"Tailors, Dressmakers, and Custom Sewers",1,Human Services,No formal educational credential,Moderate-term on-the-job training,31420,Decline,0,30,37,21,18,46,0,2,65,13,9,0,4,36,26,0,70,36,75,15,35,0,41,42,19,46,39,55.00000000000001,43,41,54,0,51,46,23,25,23,96,68,42,0,0,16,30,14.000000000000002,43,17,65,40,27
51-6061,6240,6240,Textile Bleaching and Dyeing Machine Operators and Tenders,1,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,29930,Decline,0,21,34,32,32,41,0,0,46,60,0,7.000000000000001,3,25,33,0,78,38,4,34,56.99999999999999,28.999999999999996,23,22,18,50,39,46,32,8,45,0,28.000000000000004,48,36,32,34,70,73,69,0,0,5,43,34,61,31,54,75,77
51-6062,11970,11970,"Textile Cutting Machine Setters, Operators, and Tenders",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,29960,Decline,11,18,28.999999999999996,46,43,43,0,0,54,44,3,19,11,0,30,13,59,54,14.000000000000002,25,35,34,0,0,15,48,43,54,26,18,56.99999999999999,27,28.999999999999996,39,30,28.999999999999996,27,82,78,67,0,0,1,45,34,42,25,60,84,64
51-6063,16330,16330,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,33990,Decline,0,27,27,34,23,45,0,4,44,20,2,3,0,18,0,0,53,47,19,17,38,13,0,19,0,52,41,52,33,6,55.00000000000001,0,0,37,13,16,9,95,82,76,0,0,4,45,32,74,44,67,94,88
51-6064,22160,22160,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,30020,Decline,0,20,28.999999999999996,36,39,48,0,5,64,46,2,9,5,44,24,10,67,39,16,25,36,27,27,34,10,50,45,56.99999999999999,28.999999999999996,7.000000000000001,59,0,18,68,28.999999999999996,28.999999999999996,27,91,79,61,0,0,16,46,39,56.99999999999999,26,78,91,93
51-6091,14040,14040,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37550,Decline,0,21,43,36,37,46,13,3,55.00000000000001,81,18,39,18,22,25,25,86,45,30,35,54,36,18,17,12,45,45,45,26,66,57.99999999999999,12,23,50,27,30,28.999999999999996,72,65,71,0,0,34,41,27,40,18,50,59,49
51-6092,3220,3220,Fabric and Apparel Patternmakers,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,58650,Decline,18,39,43,0,0,41,0,1,49,4,3,1,1,14.000000000000002,23,13,88,34,39,47,50,46,0,21,16,43,34,50,40,67,56.00000000000001,0,63,52,43,43,43,70,17,56.00000000000001,0,23,13,25,21,30,19,66,54,27
51-6093,28020,28020,Upholsterers,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37420,Slower than average,0,25,30,27,27,55.00000000000001,0,2,62,19,7.000000000000001,8,5,31,42,26,66,45,40,27,43,28.999999999999996,0,15,46,52,54,59,12,1,30,30,41,46,36,32,32,97,33,77,0,0,13,43,27,70,41,79,91,61
51-7011,93070,93070,Cabinetmakers and Bench Carpenters,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37540,Average,11,41,32,41,36,54,16,0,55.00000000000001,49,14.000000000000002,23,22,12,31,9,76,56.00000000000001,56.00000000000001,42,53,16,0,11,34,52,46,52,16,0,42,62,57.99999999999999,56.00000000000001,43,32,32,82,33,87,13,0,5,46,41,61,38,62,91,60
51-7021,16300,16300,Furniture Finishers,1,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,36580,Average,0,28.999999999999996,32,28.999999999999996,30,54,0,2,54,33,13,7.000000000000001,8,22,32,27,57.99999999999999,35,11,31,48,35,0,16,21,46,45,45,7.000000000000001,10,27,33,34,42,25,28.999999999999996,21,96,27,74,0,0,19,43,39,56.99999999999999,34,66,91,65
51-7031,340,340,"Model Makers, Wood",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,60780,Much faster than average,9,41,41,0,0,46,5,15,51,28.999999999999996,7.000000000000001,5,15,12,23,0,81,38,26,39,59,36,0,26,37,48,45,52,30,26,33,59,74,62,0,34,34,73,20,85,0,0,7.000000000000001,41,27,44,11,44,81,50
51-7032,210,210,"Patternmakers, Wood",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,46920,Much faster than average,9,43,36,34,32,56.99999999999999,0,5,66,38,31,26,35,37,46,0,80,34,59,33,49,46,30,42,17,56.99999999999999,45,55.00000000000001,33,67,68,51,61,51,43,39,37,86,53,81,0,0,25,41,30,40,25,48,76,43
51-7041,45350,45350,"Sawing Machine Setters, Operators, and Tenders, Wood",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,35340,Average,0,20,27,37,36,43,0,6,56.99999999999999,68,11,18,26,0,22,0,74,30,5,22,33,17,0,0,0,50,45,45,0,17,46,26,23,40,21,25,25,86,80,83,0,0,10,39,43,69,33,71,87,52
51-7042,67210,67210,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,36090,Average,16,23,25,43,43,46,8,1,51,63,11,18,18,13,21,0,66,44,32,21,43,20,0,0,0,52,45,45,0,14.000000000000002,67,31,28.999999999999996,41,36,28.999999999999996,27,95,54,75,0,0,14.000000000000002,43,30,71,39,84,94,57.99999999999999
51-8011,4820,4820,Nuclear Power Reactor Operators,1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,104260,Decline,18,7.000000000000001,55.00000000000001,0,5,28.999999999999996,0,3,73,34,9,2,28.999999999999996,21,28.000000000000004,0,92,47,28.000000000000004,52,72,47,0,0,12,41,28.999999999999996,41,25,97,77,26,45,35,39,43,45,59,28.999999999999996,28.999999999999996,0,0,50,0,0,20,16,36,37,25
51-8012,9660,9660,Power Distributors and Dispatchers,1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,98530,Decline,13,27,50,20,20,28.999999999999996,0,1,66,37,53,38,43,18,47,22,88,40,77,54,65,56.00000000000001,16,0,27,34,21,28.999999999999996,39,70,82,30,33,23,39,43,41,61,28.000000000000004,39,0,0,14.000000000000002,16,14.000000000000002,26,13,57.99999999999999,37,22
51-8013,28960,9653.333333333334,Biomass Plant Technicians,3,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,80850,Decline,11,18,43,45,41,45,0,11,51,82,47,44,67,28.000000000000004,41,25,82,48,35,54,54,54,0,0,30,54,48,43,32,56.00000000000001,83,39,34,50,39,36,30,59,65,64,0,0,5,34,28.999999999999996,36,28.000000000000004,46,41,47
51-8013,28960,9653.333333333334,Hydroelectric Plant Technicians,3,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,80850,Decline,21,16,43,54,54,43,26,25,77,67,85,43,70,32,41,25,79,47,46,45,57.99999999999999,49,21,11,27,50,46,39,34,85,80,65,61,42,48,43,41,81,49,86,23,0,21,50,36,55.00000000000001,54,52,77,60
51-8013,28960,9653.333333333334,Power Plant Operators,3,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,80850,Decline,11,13,43,43,45,43,0,6,51,84,41,40,77,23,25,14.000000000000002,88,32,36,40,59,55.00000000000001,13,0,18,45,39,43,32,73,69,0,17,34,27,30,28.999999999999996,73,46,66,0,0,21,39,30,42,26,39,59,50
51-8021,29820,29820,Stationary Engineers and Boiler Operators,1,Architecture & Construction,High school diploma or equivalent,Long-term on-the-job training,63500,Average,0,25,43,43,50,43,0,26,60,87,26,17,73,18,48,14.000000000000002,89,43,30,46,66,53,12,0,22,46,43,43,31,71,69,34,23,46,21,21,21,74,50,68,0,0,19,41,23,57.99999999999999,53,52,60,61
51-8031,121150,121150,Water and Wastewater Treatment Plant and System Operators,1,"Agriculture, Food & Natural Resources",High school diploma or equivalent,Long-term on-the-job training,47880,Decline,9,11,45,46,46,43,0,27,50,59,60,43,75,31,50,30,78,35,51,57.99999999999999,73,50,24,8,23,45,45,43,47,74,73,37,35,56.00000000000001,43,39,43,49,50,65,0,0,16,39,28.999999999999996,28.000000000000004,21,26,59,48
51-8091,21740,21740,Chemical Plant and System Operators,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,70200,Little or no change,14.000000000000002,28.999999999999996,43,39,39,43,9,8,64,77,48,35,89,28.000000000000004,28.999999999999996,0,84,44,17,28.000000000000004,43,38,7.000000000000001,21,0,54,41,45,22,64,76,0,22,42,41,41,37,73,85,64,0,0,9,39,27,36,26,50,56.99999999999999,53
51-8092,15110,15110,Gas Plant Operators,1,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,77850,Decline,13,20,39,43,43,39,15,17,54,77,57.99999999999999,31,92,13,27,17,74,44,45,44,48,42,9,0,22,50,48,41,37,93,56.99999999999999,45,34,41,39,39,34,51,42,45,0,0,27,36,23,35,26,31,49,28.999999999999996
